23|5|1
15|11|0
81|3|0
15|7|0
91|5|1
22|12|1
33|2|1
56|17|0
10|12|0
72|2|0
25|13|1
75|14|1
92|7|1
77|6|0
99|3|1
50|18|1
10|4|1
70|1|1
19|5|1
44|0|0
7|0|0
39|13|1
68|5|0
27|9|1
8|9|1
85|2|0
23|17|0
76|17|0
94|15|1
94|11|1
31|8|1
15|16|1
49|4|0
4|8|0
10|8|1
61|15|0
98|18|1
74|19|1
22|5|1
0|5|1
36|8|1
95|19|0
54|4|1
45|14|0
47|18|1
94|7|0
20|6|0
57|8|1
64|10|1
83|12|0
42|0|1
92|6|0
41|4|1
47|13|1
85|5|1
70|2|1
37|3|1
63|11|0
95|18|0
64|18|1
76|0|1
32|14|1
56|11|1
25|9|0
71|8|1
12|0|1
84|4|1
79|2|0
2|9|0
97|9|0
23|17|0
76|15|0
31|13|1
32|11|1
2|14|1
35|12|0
94|1|1
21|7|0
65|4|0
36|5|1
34|5|0
80|16|1
13|17|0
3|11|0
54|0|0
1|9|0
22|5|0
2|5|1
66|15|0
25|14|0
3|10|1
15|0|0
13|18|0
61|5|0
51|1|1
66|7|1
22|17|0
3|2|1
16|10|1
20|8|1
20|9|0
52|16|1
65|9|0
43|5|1
81|8|1
24|5|1
57|0|0
37|12|1
85|2|1
65|8|1
93|13|1
74|5|0
35|7|1
88|16|0
71|19|0
70|15|0
9|9|0
55|8|1
54|13|1
77|6|1
6|9|0
52|0|0
70|10|0
1|10|1
24|10|0
13|10|0
48|15|0
90|18|0
47|2|1
80|18|1
57|0|1
62|5|1
72|19|0
55|18|1
56|7|0
18|3|0
7|17|0
39|17|0
74|3|1
22|17|0
26|11|0
49|19|0
83|16|0
73|5|1
63|3|1
21|15|0
21|15|0
48|4|1
48|8|1
0|2|0
87|16|1
30|6|0
63|18|1
62|12|1
37|6|1
53|18|0
55|14|0
17|0|0
73|11|1
53|13|0
60|9|1
24|16|0
74|14|0
87|14|1
48|14|0
99|2|0
31|1|0
37|2|0
62|17|0
93|7|1
91|0|0
99|16|1
82|3|0
80|14|1
24|17|1
6|7|0
88|15|0
70|8|1
71|15|0
83|8|0
73|8|1
40|17|1
11|18|0
92|13|1
58|6|0
53|5|1
61|15|1
17|5|0
78|18|0
67|10|1
93|6|0
13|3|0
29|1|1
44|12|1
57|5|1
15|0|1
79|3|1
39|3|0
4|9|0
76|10|1
44|17|0
80|4|0
46|7|0
33|5|0
37|0|1
32|12|1
20|9|0
71|9|0
51|15|0
96|17|1
61|3|0
9|8|1
75|18|0
51|12|0
67|5|0
61|18|1
97|0|1
53|14|0
61|16|0
19|13|1
48|0|1
6|18|0
81|1|0
57|18|0
49|15|0
58|12|0
69|6|1
20|13|1
49|19|0
81|11|1
72|12|1
15|6|0
57|19|1
36|5|1
3|12|1
55|16|1
49|8|0
20|4|1
48|3|0
2|16|1
15|16|1
5|1|1
75|13|1
50|11|1
25|3|0
83|11|1
39|0|0
8|8|0
59|5|0
55|10|1
63|4|1
69|6|1
99|6|1
36|7|1
33|12|0
17|16|1
24|1|1
45|17|0
28|9|0
92|2|1
53|7|0
48|6|1
96|0|1
46|3|1
35|18|1
86|0|0
21|16|1
0|0|0
50|18|0
90|3|0
79|6|0
77|19|1
66|19|1
79|2|1
27|12|1
92|11|1
87|14|0
64|14|1
12|19|0
34|16|0
21|6|1
38|15|0
56|17|1
76|15|1
96|2|1
31|4|1
70|15|0
34|3|1
77|15|0
72|12|1
85|0|0
6|7|1
28|5|0
89|17|1
46|11|0
75|7|1
90|9|0
3|14|0
76|9|0
29|5|0
69|10|1
4|7|0
61|7|0
0|18|1
45|4|1
72|16|1
12|7|0
91|13|1
14|5|0
83|12|1
57|4|0
0|0|0
38|15|0
57|17|0
98|16|1
97|11|0
78|3|0
4|9|1
68|8|1
30|15|1
24|10|1
55|1|1
96|6|1
16|10|1
97|17|1
3|5|0
76|12|0
53|17|0
1|13|0
61|18|1
80|8|0
87|1|0
24|5|1
99|15|0
62|9|1
55|8|1
88|8|0
26|8|1
62|2|1
45|17|0
71|10|0
71|4|0
66|15|1
64|19|1
69|4|0
17|0|1
65|18|1
73|6|1
28|3|0
30|19|0
5|19|1
74|3|0
36|8|1
92|4|1
80|11|1
25|14|0
85|5|0
6|10|1
24|13|0
88|0|1
24|2|1
25|15|0
94|3|0
94|14|0
2|0|1
23|9|1
82|17|0
15|1|0
79|2|1
17|7|1
96|18|0
44|8|0
10|5|1
14|11|0
18|7|0
1|11|0
47|4|1
37|12|1
87|7|0
59|5|1
40|8|0
44|11|0
34|2|0
28|9|1
71|8|1
83|16|0
60|1|1
54|8|1
7|3|0
2|3|0
23|12|0
22|3|1
99|8|1
87|3|1
10|13|1
14|10|1
76|7|1
4|5|1
15|15|1
47|17|0
79|1|1
99|8|1
5|12|1
6|3|1
80|5|0
75|3|1
81|13|0
64|14|0
98|8|0
39|11|1
81|19|0
26|17|0
35|10|0
5|9|0
11|5|0
34|0|1
12|13|0
17|10|0
13|7|0
31|2|1
18|0|0
4|2|1
69|2|1
77|7|0
18|7|1
68|19|0
76|18|1
73|7|0
6|15|0
18|11|1
31|17|1
48|9|1
77|12|1
12|12|1
75|4|0
59|17|0
46|9|0
61|5|1
87|7|0
62|0|0
50|12|0
49|10|1
81|18|1
32|8|0
92|6|0
62|19|1
53|10|1
27|4|0
85|4|1
73|10|1
90|10|0
74|12|0
78|4|1
51|3|1
5|13|0
13|7|1
43|6|0
89|7|1
48|15|0
33|14|0
84|17|0
54|3|0
96|9|0
8|0|1
96|7|1
48|16|0
87|17|1
24|15|0
53|14|1
70|19|1
35|17|1
48|19|0
14|15|0
84|1|1
36|10|0
50|3|1
71|1|1
35|13|0
98|7|0
74|10|1
31|0|0
11|19|0
57|14|0
16|13|1
2|0|1
64|0|1
8|17|0
1|17|1
82|11|1
37|2|1
67|12|0
59|9|0
52|10|1
7|16|1
76|17|1
5|11|0
54|14|0
3|2|0
39|1|0
14|10|1
52|0|0
32|7|1
74|14|1
33|1|0
43|2|0
6|2|1
44|9|0
17|1|0
22|1|1
50|1|1
30|8|0
6|13|1
53|19|0
56|1|0
8|18|1
60|9|0
21|15|1
36|2|0
45|11|1
0|1|0
35|17|1
17|4|0
55|18|1
31|0|1
12|3|0
88|19|0
9|4|1
44|18|0
20|5|0
70|16|0
99|1|0
31|14|0
17|17|1
33|6|0
94|0|0
11|0|1
48|18|0
31|2|1
31|8|1
29|17|0
47|10|1
10|19|1
81|0|0
79|14|0
59|12|0
54|14|0
5|0|0
16|7|0
80|14|1
97|4|1
41|4|1
70|15|1
11|16|1
12|19|1
13|9|1
79|16|1
96|0|1
37|6|0
74|17|1
12|10|0
67|10|0
48|0|1
88|17|1
31|6|1
37|1|0
97|12|0
56|5|0
52|11|1
79|3|1
33|1|1
82|1|1
19|8|0
82|12|0
51|7|0
44|8|0
36|16|1
47|5|0
11|2|0
38|14|0
88|14|1
67|4|1
29|16|1
32|7|0
0|17|0
69|0|1
99|1|0
43|0|0
62|18|0
91|9|0
91|1|1
94|0|1
70|15|1
73|2|0
9|14|0
62|19|0
74|3|0
78|12|0
79|1|0
34|9|0
86|11|1
59|6|1
58|16|0
70|10|0
71|1|0
19|1|0
15|3|1
79|17|0
78|16|1
50|8|1
72|4|0
23|6|1
86|17|1
47|4|1
51|13|1
2|14|1
46|8|1
49|13|0
88|10|1
63|14|1
30|15|0
11|13|0
0|6|0
82|12|0
75|5|1
39|9|1
83|18|0
52|14|1
31|3|1
32|2|0
52|18|1
47|13|1
22|10|0
32|4|1
47|14|0
0|13|1
62|7|0
65|2|1
34|0|0
2|10|0
0|14|1
99|15|0
12|16|0
22|11|1
64|5|0
8|7|0
45|18|1
38|6|1
20|18|0
74|18|0
79|18|1
47|8|0
65|6|0
54|1|1
86|1|0
54|5|1
74|8|0
62|19|0
82|18|1
13|3|0
31|17|0
23|19|1
63|8|0
54|7|1
79|7|0
82|2|0
52|18|1
42|6|1
26|11|0
44|7|1
54|9|1
75|13|1
12|10|1
37|14|0
57|13|0
6|2|0
75|0|1
50|18|1
54|10|1
51|9|0
37|10|1
15|0|0
47|8|0
71|2|1
6|8|0
79|3|0
17|5|1
23|2|0
53|17|1
0|11|1
26|12|0
96|8|0
15|16|0
61|3|1
26|19|1
56|4|0
48|12|1
59|12|0
86|15|1
24|15|0
96|8|1
2|11|0
55|11|1
28|14|1
50|12|0
20|12|1
43|12|1
11|7|0
33|9|1
12|19|1
73|6|0
39|0|0
40|16|0
39|4|1
34|10|0
65|12|1
16|7|1
30|18|1
36|19|0
21|19|1
93|13|0
11|10|0
22|15|0
74|6|0
40|2|1
41|0|0
38|0|1
9|13|1
75|2|0
59|1|1
78|15|1
23|10|1
7|1|1
94|15|0
43|13|0
76|5|1
32|18|1
71|2|1
22|2|1
29|5|1
82|16|1
45|2|0
40|18|0
35|2|0
8|7|1
92|0|1
37|8|1
95|19|1
71|8|0
80|19|0
79|17|1
31|1|1
83|7|0
13|4|1
70|9|1
96|12|0
81|1|1
7|0|1
28|7|0
53|13|1
90|3|1
60|8|1
39|10|1
23|3|0
66|16|0
22|12|0
5|1|0
42|16|0
34|6|1
65|1|0
91|17|0
86|14|0
58|13|0
10|9|1
68|18|1
38|17|0
36|0|0
87|19|1
79|16|0
67|1|0
92|12|0
12|5|0
68|2|0
43|19|1
3|4|1
17|19|0
34|19|0
15|5|0
73|11|1
29|12|1
20|5|0
28|3|0
9|16|0
68|7|1
73|4|1
44|7|0
41|5|1
5|1|0
0|19|1
47|5|1
36|8|1
75|7|1
71|0|0
76|17|1
35|6|0
15|7|1
5|0|0
51|9|1
73|19|0
2|11|1
83|8|1
19|9|1
11|5|0
59|8|1
21|11|0
94|3|1
38|14|1
18|9|0
22|5|0
42|7|0
54|16|1
88|6|0
89|5|1
56|11|1
41|5|0
55|17|1
15|10|0
44|9|1
14|12|0
94|18|0
25|16|0
20|13|1
83|5|0
23|10|0
59|0|1
76|6|1
49|13|1
97|14|0
67|2|0
53|16|0
66|1|0
67|10|0
92|4|0
28|11|0
97|11|0
62|18|0
66|10|1
69|4|1
4|10|0
30|18|0
7|0|0
49|6|1
92|11|0
5|6|0
68|3|0
78|16|0
12|9|0
51|3|1
73|9|1
61|15|0
60|8|1
33|7|1
18|13|1
65|18|0
58|2|1
52|1|0
90|16|1
59|2|1
37|11|0
22|14|1
19|2|0
32|6|1
6|8|0
3|12|1
88|4|1
36|11|1
52|6|1
82|5|0
82|19|1
48|18|1
50|5|0
94|7|0
39|15|0
47|3|1
56|9|1
35|9|0
56|12|1
81|12|1
15|5|1
33|18|0
33|1|1
16|5|1
86|3|1
82|4|0
38|19|1
71|18|1
99|10|0
82|3|1
68|19|0
11|2|1
35|5|0
67|18|0
23|12|1
6|16|0
62|15|1
27|15|1
87|7|0
98|12|1
35|19|1
70|19|1
30|4|0
65|14|1
85|2|1
53|14|0
31|10|1
26|5|0
79|14|0
34|17|0
1|3|0
72|14|1
10|4|0
43|14|1
57|10|1
5|13|0
40|4|0
1|16|1
78|10|0
94|6|1
71|6|1
22|4|1
47|9|0
74|19|0
94|13|0
22|7|0
58|6|1
12|13|1
82|1|0
96|14|0
40|6|0
50|13|1
44|2|0
24|9|1
97|13|1
17|14|1
56|4|1
98|4|1
62|8|1
73|5|0
27|11|0
4|7|0
47|13|0
93|8|1
59|11|1
79|9|1
6|8|0
5|7|0
30|19|1
34|8|1
56|5|0
72|0|1
2|14|0
87|0|0
39|17|0
37|1|1
84|11|0
63|17|0
43|13|0
91|6|0
3|6|1
91|10|1
87|5|0
96|13|0
5|9|0
92|9|0
13|12|0
51|18|0
47|16|0
32|6|1
17|12|0
76|0|0
7|1|1
64|7|1
65|13|1
20|1|0
83|18|1
42|19|0
68|11|0
44|2|0
30|13|1
97|5|1
84|7|0
6|6|1
78|8|1
61|1|0
34|16|0
31|18|0
88|16|0
72|11|1
92|4|0
22|16|0
80|16|0
